Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Sex: Men,Sex: Women,Sex: Unknown,Ethnicity: Caucasian,Ethnicity: Asian American,Ethnicity: African American,Ethnicity: Hispanic,Ethnicity: Native American,Ethnicity: Hawaiian/Pacific Isl,Ethnicity: Multiracial,Ethnicity: International,Ethnicity: Unknown,All: African American,All: Native American,All: Hawaiian/ Pac Isl,All: Asian,URM,Residency: Illinois,Residency: Non-Illinois,Academic Program Code
120228,KV,580,NONE,5246,LAS - Undeclared,,,131,34,97,0,7,0,68,55,0,0,0,0,1,70,5,0,1,123,130,1,
120228,KV,583,BSLAS,329,Statistics,,,430,278,152,0,87,117,1,16,0,0,6,199,4,2,1,0,123,18,175,255,
120228,KV,583,BSLAS,464,Statistics & Computer Science,,,308,258,50,0,22,203,0,3,0,0,5,71,4,2,0,0,208,5,109,199,
120228,KV,583,MS,329,Statistics,,,162,94,68,0,20,6,0,5,0,0,0,130,1,0,0,0,7,5,21,141,
120228,KV,583,PHD,329,Statistics,,,66,53,13,0,10,7,0,2,0,0,0,46,1,0,0,0,7,2,0,66,
120228,KV,584,PHD,4094,Cell and Developmental Biology,,,41,14,27,0,4,1,1,0,0,0,0,35,0,1,0,0,1,1,2,39,
120228,KV,585,BA,297,Teaching of Spanish,,,4,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,
120228,KV,585,BALAS,306,Portuguese,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,
120228,KV,585,BALAS,307,Spanish,,,47,7,40,0,15,3,3,23,0,0,1,1,1,4,0,0,3,27,44,3,
120228,KV,585,MA,306,Portuguese,,,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,
120228,KV,585,MA,307,Spanish,,,13,5,8,0,1,0,0,3,0,0,1,8,0,1,0,0,1,3,1,12,
120228,KV,585,PHD,307,Spanish,,,37,14,23,0,4,0,0,11,0,0,0,22,0,1,0,0,0,11,3,34,
120228,KV,604,PHD,325,Molecular & Integrative Physi,,,30,14,16,0,6,2,2,1,0,0,1,18,0,2,1,0,3,3,6,24,
120228,KV,655,BS,336,Geology,,,26,12,14,0,16,3,0,4,0,0,2,1,0,0,0,0,5,4,23,3,
120228,KV,655,BSLAS,336,Geology,,,17,8,9,0,9,2,1,4,0,0,0,1,0,1,0,0,2,5,16,1,
120228,KV,655,MS,336,Geology,,,9,7,2,0,4,0,0,1,0,0,1,3,0,0,0,0,1,1,2,7,
120228,KV,655,NDEG,6059,Environmental Geology,,,5,1,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,
120228,KV,655,PHD,336,Geology,,,29,15,14,0,12,1,1,3,0,0,2,10,0,1,0,1,3,5,9,20,
120228,KV,670,MA,5203,European Union Studies,,,3,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,
120228,KV,680,BALAS,1279,Gender and Women's Studies,,,24,1,23,0,10,2,3,4,0,0,0,5,0,3,0,0,2,7,19,5,
120228,KV,687,BS,300,Chemical Engineering,,,500,310,190,0,216,137,13,40,0,0,22,61,11,16,4,0,160,55,375,125,
120228,KV,687,MS,300,Chemical Engineering,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
120228,KV,687,PHD,300,Chemical Engineering,,,129,74,55,0,23,17,2,13,0,0,2,72,0,4,1,1,19,15,8,121,
120228,KV,710,BALAS,343,Political Science,,,390,182,208,0,204,37,27,99,0,0,11,5,7,36,6,1,45,132,369,21,
120228,KV,710,NONE,343,Political Science,,,475,219,255,1,239,62,40,95,0,0,18,13,8,50,9,4,72,145,427,48,
120228,KV,710,PHD,343,Political Science,,,51,21,30,0,13,1,1,5,0,0,1,30,0,3,0,1,2,7,3,48,
120228,KV,715,BALAS,332,Philosophy,,,85,64,21,0,29,19,2,14,0,0,4,16,1,4,2,1,23,19,60,25,
120228,KV,715,BSLAS,5679,Computer Science & Philosophy,,,81,57,24,0,17,45,1,0,0,0,3,15,0,1,0,0,48,1,32,49,
120228,KV,715,PHD,332,Philosophy,,,25,17,8,0,14,0,0,1,0,0,1,8,1,1,0,0,0,2,2,23,
120228,KV,729,BALAS,286,Latin American Studies,,,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,
120228,KV,729,MA,286,Latin American Studies,,,6,2,4,0,0,0,0,2,0,0,0,4,0,1,0,0,0,2,1,5,
120228,KV,771,BALAS,5868,Comparative & World Literature,,,3,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,
120228,KV,771,PHD,1120,Comparative Literature,,,20,4,16,0,5,0,0,0,0,0,1,13,1,0,0,0,1,0,0,20,
120228,KV,787,MA,5346,Translation and Interpreting,,,36,10,26,0,16,2,2,7,0,0,2,3,4,3,0,0,3,10,11,25,
120228,KV,864,BALAS,301,Linguistics,,,75,31,44,0,38,11,2,14,0,0,5,5,0,6,2,0,16,18,67,8,
120228,KV,864,BALAS,6039,Linguistics and Teaching ESL,,,7,0,7,0,3,1,0,3,0,0,0,0,0,0,0,0,1,3,7,0,
120228,KV,864,BSLAS,5351,Computer Sci & Linguistics,,,103,69,34,0,21,57,0,3,0,0,1,18,3,0,0,0,58,3,32,71,
120228,KV,864,MA,299,Teaching of English Sec Lang,,,24,5,19,0,4,2,0,3,0,0,0,15,0,1,0,0,2,3,4,20,
120228,KV,864,PHD,301,Linguistics,,,42,13,29,0,12,3,0,5,0,0,2,20,0,2,1,1,4,6,6,36,
120228,KV,872,BALAS,5330,Geography & Geographic Info Sc,,,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,
120228,KV,872,BSLAS,5676,Computer Science & Geog & GIS,,,15,8,7,0,3,9,0,0,0,0,0,3,0,0,0,0,9,0,8,7,
120228,KV,872,BSLAS,5694,Geography & Geographic Info Sc,,,38,25,13,0,18,8,1,1,0,0,0,10,0,1,0,0,8,2,24,14,
120228,KV,872,MA,341,Geography,,,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,
120228,KV,872,MS,5856,Geography,,,14,10,4,0,2,2,0,0,0,0,0,10,0,0,0,0,2,0,3,11,
120228,KV,872,MS,6073,CyberGIS & Geospatial Data Sci,,,4,4,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,2,2,
120228,KV,872,NDEG,6073,CyberGIS & Geospatial Data Sci,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,
120228,KV,872,NONE,5330,Geography & Geographic Info Sc,,,9,8,1,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,7,2,
120228,KV,872,PHD,341,Geography,,,24,11,13,0,4,0,0,3,0,0,0,17,0,0,1,0,0,3,2,22,
120228,KV,872,PHD,5856,Geography,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
120228,KV,927,BALAS,1292,Germanic Studies,,,7,4,3,0,5,1,0,1,0,0,0,0,0,0,0,0,1,1,7,0,
120228,KV,927,MA,303,German,,,6,2,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,
120228,KV,927,PHD,303,German,,,7,5,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6,
120228,KV,948,PHD,322,Microbiology,,,53,21,32,0,23,4,0,4,0,0,0,21,1,0,0,0,4,4,4,49,
120228,KV,954,MA,5312,S Asian & Middle Eastern St,,,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,
120228,KV,958,BALAS,5459,Slavic Studies,,,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,
120228,KV,958,PHD,302,Slavic Languages & Literature,,,16,5,11,0,6,1,0,1,0,0,0,8,0,0,0,0,1,1,2,14,
120228,KV,968,PHD,323,Neuroscience,,,57,22,35,0,19,5,0,7,0,0,4,22,0,1,2,0,7,9,9,48,
120228,KV,982,BALAS,5167,Latina/Latino Studies,,,17,3,14,0,0,0,0,17,0,0,0,0,0,0,1,1,0,17,17,0,
120228,KV,985,BALAS,304,French,,,8,2,6,0,4,1,1,1,0,0,0,1,0,1,0,0,1,2,6,2,
120228,KV,985,BALAS,305,Italian,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
120228,KV,985,MA,304,French,,,4,1,3,0,2,0,1,1,0,0,0,0,0,1,1,0,0,2,2,2,
120228,KV,985,MA,305,Italian,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
120228,KV,985,PHD,304,French,,,12,4,8,0,5,0,0,0,0,0,1,6,0,0,0,0,1,0,2,10,
120228,KV,985,PHD,305,Italian,,,4,1,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,
120228,KW,605,NONE,5083,Undeclared,,,2030,1116,912,2,748,266,224,394,1,3,66,307,21,267,35,12,323,651,1661,369,
120228,KW,605,NONE,5589,Pre-Engineering,,,200,165,35,0,52,40,5,10,0,1,3,87,2,5,0,1,44,16,103,97,
120228,KY,581,BS,349,Community Health,,,481,129,352,0,155,92,107,108,0,0,15,2,2,120,3,7,105,223,467,14,
120228,KY,581,BS,351,Kinesiology,,,610,295,315,0,298,104,57,97,2,1,30,16,5,79,11,6,122,177,546,64,
120228,KY,581,BS,5460,Interdisciplinary Health Sci,,,550,86,464,0,214,131,70,106,0,0,17,7,5,82,7,2,146,181,528,22,
120228,KY,581,MHAD,1300,Health Administration,,,35,13,22,0,12,9,4,4,0,0,0,6,0,6,0,0,9,8,24,11,
120228,KY,581,MPH,1630,Public Health,,,31,8,23,0,9,5,11,2,0,0,1,3,0,11,0,1,6,14,27,4,
120228,KY,581,MPH,5884,Epidemiology,,,24,10,14,0,7,4,0,3,0,0,1,8,1,1,0,0,4,4,14,10,
120228,KY,581,MS,349,Community Health,,,6,2,4,0,1,1,0,2,0,0,0,2,0,0,1,0,1,2,2,4,
120228,KY,581,MS,351,Kinesiology,,,27,10,17,0,7,1,2,3,0,0,3,11,0,4,0,0,2,7,10,17,
120228,KY,581,MS,5875,Health Technology,,,8,6,2,0,5,0,1,0,0,0,0,2,0,1,0,0,0,1,6,2,
120228,KY,581,PHD,349,Community Health,,,31,16,15,0,4,2,6,1,0,0,0,18,0,6,0,0,3,7,3,28,
120228,KY,581,PHD,351,Kinesiology,,,43,17,26,0,22,0,2,4,0,0,1,14,0,3,0,0,1,7,13,30,
120228,KY,679,AUD,1053,Audiology,,,27,4,22,1,16,1,0,5,0,0,1,4,0,0,0,1,2,6,20,7,
120228,KY,679,BS,354,Speech & Hearing Science,,,246,8,238,0,161,18,12,44,0,0,10,0,1,14,1,1,26,58,239,7,
120228,KY,679,MA,354,Speech & Hearing Science,,,57,3,54,0,41,3,4,5,0,0,1,3,0,5,0,0,4,10,45,12,
120228,KY,679,NDEG,354,Speech & Hearing Science,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
120228,KY,679,PHD,354,Speech & Hearing Science,,,14,3,11,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,2,12,
120228,KY,714,BS,4043,"Recreation, Sport, and Tourism",,,297,225,72,0,172,11,41,31,0,0,18,21,3,52,4,0,21,82,233,64,
120228,KY,714,MS,4043,"Recreation, Sport, and Tourism",,,52,35,17,0,26,0,10,7,0,0,0,7,2,12,1,0,0,17,30,22,
120228,KY,714,NDEG,4043,"Recreation, Sport, and Tourism",,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
120228,KY,714,PHD,4043,"Recreation, Sport, and Tourism",,,34,18,16,0,6,0,4,4,0,0,0,20,0,4,1,0,0,8,4,30,
120228,LC,282,MS,5216,VMS - Pathobiology,,,5,2,3,0,2,0,0,2,0,0,0,1,0,0,0,0,0,2,2,3,
120228,LC,282,PHD,5216,VMS - Pathobiology,,,48,28,20,0,11,0,0,1,0,0,0,35,1,0,0,0,0,1,8,40,
120228,LC,444,DVM,480,Veterinary Medicine,,,538,85,452,1,422,26,9,61,0,0,16,4,0,14,3,1,39,75,304,234,
120228,LC,444,MVS,5921,Livestock Systems Health,,,38,15,23,0,26,1,1,3,0,0,2,0,5,1,2,0,1,6,8,30,
120228,LC,444,NDEG,480,Veterinary Medicine,,,29,1,28,0,17,1,2,3,0,0,0,0,6,2,0,0,1,5,0,29,
120228,LC,444,NDEG,5921,Livestock Systems Health,,,4,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,
120228,LC,598,MS,359,VMS-Veterinary Clinical Medcne,,,38,10,28,0,24,5,0,2,0,0,0,6,1,0,0,0,5,2,6,32,
120228,LC,873,MS,5274,VMS - Comparative Biosciences,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
120228,LC,873,PHD,5274,VMS - Comparative Biosciences,,,33,12,21,0,5,1,2,0,0,0,0,25,0,2,0,0,1,2,2,31,
120228,LG,568,MHRIR,364,Human Res & Industrial Rels,,,275,68,204,3,105,44,30,33,1,0,11,50,1,35,7,0,51,69,152,123,
120228,LG,568,NDEG,364,Human Res & Industrial Rels,,,3,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,
120228,LG,568,PHD,364,Human Res & Industrial Rels,,,15,5,10,0,0,1,0,1,0,0,0,13,0,0,1,0,1,1,1,14,
120228,LL,783,BSW,365,Social Work,,,278,39,238,1,154,11,31,65,0,1,9,6,1,38,8,3,17,103,264,14,
120228,LL,783,MSW,365,Social Work,,,425,66,357,2,288,17,54,54,1,0,11,0,0,63,5,1,22,116,401,24,
120228,LL,783,NDEG,365,Social Work,,,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,
120228,LL,783,PHD,365,Social Work,,,30,7,23,0,8,3,4,3,0,0,0,12,0,4,0,0,3,7,12,18,
120228,LN,641,NDEG,1249,Nondegree-CE,,,188,75,110,3,79,26,9,12,0,0,3,3,56,9,0,0,29,21,3,185,
120228,LP,992,BS,5695,Information Sciences,,,409,245,164,0,93,148,21,51,0,0,9,83,4,25,3,0,159,73,262,147,
120228,LP,992,BS,6074,Information Sciences + DS,,,30,17,13,0,2,13,0,1,0,0,0,14,0,0,0,0,13,1,12,18,
120228,LP,992,CAS,370,Library & Information Science,,,9,3,6,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,
120228,LP,992,MS,370,Library & Information Science,,,558,99,449,10,410,22,26,56,0,1,25,11,7,33,8,2,38,94,325,233,
120228,LP,992,MS,5581,Information Management,,,414,229,185,0,0,8,2,0,0,0,0,403,1,2,0,0,8,2,4,410,
120228,LP,992,NDEG,370,Library & Information Science,,,49,4,45,0,31,2,10,2,0,0,0,1,3,10,0,0,2,12,0,49,
120228,LP,992,NDEG,5695,Information Sciences,,,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,
120228,LP,992,PHD,370,Library & Information Science,,,11,2,9,0,2,0,2,2,0,0,0,5,0,3,0,0,0,4,2,9,
120228,LP,992,PHD,5695,Information Sciences,,,87,41,46,0,13,8,9,2,0,0,2,53,0,11,2,0,9,13,11,76,
120228,LT,869,MD,5641,Medicine - Carle Illinois COM,,,183,101,82,0,65,78,7,8,0,0,14,0,11,9,5,3,87,24,41,142,
