Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,URM,Illinois,Non-Illinois,
120228 ,KL ,342 ,MS ,5740 ,"Ag Ldrship, Ed & Communication ",  ,  ,20,5,15,0,19,0,0,0,0,0,1,0,0,0,1,0,0,1,19,1,10KS5740MSU
120228 ,KL ,342 ,NDEG ,5740 ,"Ag Ldrship, Ed & Communication ",  ,  ,29,5,24,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,29,10KS5740NDEU
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5003 ,Agri-Accounting ,56,38,18,0,32,6,2,10,0,0,2,4,0,3,0,1,7,13,50,6,10KL5003BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5005 ,Farm Management ,16,13,3,0,12,0,2,2,0,0,0,0,0,2,0,0,0,4,16,0,10KL5005BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5005 ,Farm Management ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,139,101,38,0,101,7,8,10,0,0,5,6,2,9,0,0,12,19,131,8,10KL5006BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,4,2,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,10KL8037BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5007 ,Consumer Economics & Finance ,165,136,29,0,99,19,6,25,0,0,4,10,2,11,0,0,23,34,149,16,10KL5007BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5008 ,Envirnmntal Economics & Policy ,49,19,30,0,21,8,3,12,0,0,1,4,0,3,1,1,9,15,40,9,10KL5008BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",20,13,7,0,8,6,0,4,0,0,1,0,1,2,0,0,7,4,16,4,10KL5010BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KL8037BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5011 ,Public Policy and Law ,65,25,40,0,28,9,4,15,0,0,2,5,2,6,1,0,10,21,56,9,10KL5011BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5136 ,Financial Planning ,157,122,35,0,91,14,8,32,0,0,5,5,2,11,0,0,18,41,145,12,10KL5136BS
120228 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5316 ,Finance in Agri-Business ,60,43,17,0,39,10,0,6,0,0,0,4,1,1,0,2,10,6,54,6,10KL5316BS
120228 ,KL ,470 ,MAAE ,5870 ,Agricultural & Applied Econ ,  ,  ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1PKS5870MAAE
120228 ,KL ,470 ,MAAE ,5870 ,Agricultural & Applied Econ ,5869 ,BS ACE/MAAE AAE ,4,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1PKS5869MAAE
120228 ,KL ,470 ,MS ,5273 ,Agricultural & Applied Econ ,  ,  ,11,4,7,0,6,1,1,0,0,0,0,2,1,1,0,0,1,1,5,6,10KS5273MS
120228 ,KL ,470 ,PHD ,5273 ,Agricultural & Applied Econ ,  ,  ,56,28,28,0,4,2,0,2,0,0,0,47,1,0,0,0,2,2,3,53,10KS5273PHD
120228 ,KL ,483 ,NDEG ,0067 ,Nondegree ,  ,  ,81,48,33,0,50,3,2,4,0,0,1,20,1,4,0,0,3,7,61,20,10KL0067NDEG
120228 ,KL ,483 ,NONE ,5621 ,ACES Undeclared ,  ,  ,78,39,39,0,42,6,8,14,0,0,5,2,1,13,4,0,9,26,70,8,10KL5621NONE
120228 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,84,8,75,1,37,7,8,26,0,0,2,1,3,10,5,1,9,36,74,10,10KL0002BS
120228 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120228 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5269 ,"Science, Pre-Vet Med and Med ",422,72,350,0,214,43,24,121,1,0,12,4,3,34,7,2,49,155,391,31,10KL0002BS
120228 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5588 ,Food Animal Prod & Mgmt ,26,7,19,0,20,1,0,4,0,0,0,1,0,0,0,0,1,4,24,2,10KL0002BS
120228 ,KL ,538 ,BS ,5864 ,Computer Sci & Animal Sci ,  ,  ,4,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,1,10KL5864BS
120228 ,KL ,538 ,BS ,8501 ,Agriculture ,8596 ,Animal Sciences ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,10KL8596BS
120228 ,KL ,538 ,MANSC ,0002 ,Animal Sciences ,  ,  ,14,1,13,0,6,1,4,3,0,0,0,0,0,5,1,0,1,7,12,2,1PKS0002MANS
120228 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,35,8,27,0,27,0,0,1,0,0,1,6,0,1,0,0,0,2,19,16,10KS0002MS
120228 ,KL ,538 ,MS ,4026 ,Bioinformatics ,5099 ,Animal Science ,3,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,10KS5099MS
120228 ,KL ,538 ,NDEG ,0002 ,Animal Sciences ,  ,  ,24,2,22,0,10,1,0,0,0,0,0,3,10,0,0,0,1,0,2,22,1PKS0002NDEU
120228 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,29,8,21,0,13,2,1,2,0,0,1,10,0,1,1,0,3,3,13,16,10KS0002PHD
120228 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,84,33,51,0,26,19,9,6,0,0,4,19,1,10,0,0,23,16,51,33,10KL0038BS
120228 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,70,20,50,0,32,16,4,11,1,0,1,5,0,4,1,0,18,16,62,8,10KL0040BS
120228 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,74,9,65,0,39,14,2,10,0,0,0,7,2,2,0,0,14,12,63,11,10KL0041BS
120228 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,40,11,29,0,21,8,3,3,0,0,1,4,0,3,0,1,9,7,32,8,10KL0042BS
120228 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10KS0037MS
120228 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,45,11,34,0,27,9,2,3,0,0,1,2,1,2,0,0,10,5,19,26,10KS0037MSU
120228 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,23,11,12,0,1,4,1,2,0,0,0,15,0,1,1,0,4,3,4,19,10KS0037MS
120228 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,17,4,13,0,11,0,0,1,0,0,1,4,0,1,0,0,1,2,10,7,10KS0037MS
120228 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,18,4,14,0,2,0,0,1,0,0,1,14,0,0,0,0,1,1,3,15,1PKS0037MS
120228 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,6090 ,Clinical & Community Nutrition ,7,2,5,0,3,2,1,0,0,0,0,1,0,1,0,0,2,1,4,3,10KS0037MS
120228 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,6090 ,Clinical & Community Nutrition ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10KS0037MSU
120228 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0037PHD
120228 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,28,15,13,0,3,0,0,1,0,0,0,24,0,0,0,0,0,1,3,25,10KS0037PHD
120228 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,15,3,12,0,4,0,0,2,0,0,0,7,2,1,0,0,0,2,1,14,10KS0037PHD
120228 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,51,47,4,0,30,3,6,12,0,0,0,0,0,7,1,0,4,18,51,0,10KL0025BS
120228 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,10KL8037BS
120228 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6002 ,Ag Production & Processing ,11,10,1,0,8,1,0,2,0,0,0,0,0,0,0,0,1,2,11,0,10KL6028BS
120228 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6003 ,Construction Management ,50,44,6,0,24,3,7,15,0,0,1,0,0,10,1,0,5,23,48,2,10KL6028BS
120228 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6004 ,Digital & Precision Ag ,12,11,1,0,9,0,0,1,0,0,0,2,0,0,0,0,0,1,10,2,10KL6028BS
120228 ,KL ,741 ,BS ,6028 ,Engr Tech & Mgmt for Ag Sys ,6005 ,Energy and the Environment ,37,26,11,0,14,6,3,11,1,0,1,0,1,3,1,2,7,16,33,4,10KL6028BS
120228 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,  ,  ,36,17,19,0,25,4,1,2,0,0,1,2,1,1,0,0,5,3,25,11,10KL5163BSAG
120228 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,  ,  ,9,5,4,0,6,0,1,1,0,0,0,1,0,1,0,0,1,2,7,2,10KS0025MS
120228 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,5166 ,Professional Science Masters ,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1PKS0025MS
120228 ,KL ,741 ,MS ,6028 ,Engr Tech & Mgmt for Ag Sys ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10KS6028MS
120228 ,KL ,741 ,MS ,6028 ,Engr Tech & Mgmt for Ag Sys ,5166 ,Professional Science Masters ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1PKS6028MS
120228 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,  ,  ,111,6,105,0,50,9,10,36,0,0,1,3,2,12,3,0,9,47,106,5,10KL0048BS
120228 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,96,6,90,0,26,6,23,36,0,0,4,0,1,26,2,1,9,62,93,3,10KL0049BS
120228 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,38,3,35,0,20,1,4,13,0,0,0,0,0,5,0,0,1,17,38,0,10KL0050BS
120228 ,KL ,793 ,PHD ,5577 ,Human Dvlpmt & Family Studies ,  ,  ,28,4,24,0,5,1,1,6,0,0,1,14,0,3,0,0,3,7,4,24,10KS5577PHD
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,4,1,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,2,4,0,10KL0031BS
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10KL8037BS
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0032 ,Plant Protection ,5,3,2,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,10KL0032BS
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,7,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10KL0033BS
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,14,10,4,0,10,0,0,2,0,0,0,1,1,0,0,0,0,2,13,1,10KL0034BS
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,17,7,10,0,11,2,1,2,0,0,1,0,0,1,0,0,3,3,14,3,10KL0035BS
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10KL0036BS
120228 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5560 ,Horticultural Food Systems ,7,3,4,0,3,1,1,2,0,0,0,0,0,1,2,0,1,3,7,0,10KL5560BS
120228 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL0063BSX
120228 ,KL ,802 ,BS ,0177 ,Agronomy ,  ,  ,7,3,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,10KL0177BS
120228 ,KL ,802 ,BS ,5461 ,Plant Biotechnology ,  ,  ,26,7,19,0,18,2,0,4,0,0,1,1,0,0,0,0,4,4,23,3,10KL5461BS
120228 ,KL ,802 ,BS ,5623 ,Computer Science&Crop Sciences ,  ,  ,15,8,7,0,5,7,0,0,0,0,0,3,0,0,0,0,7,0,7,8,10KL5623BS
120228 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,26,14,12,0,12,1,0,4,0,0,1,8,0,0,0,0,2,4,13,13,10KS0030MS
120228 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,22,8,13,1,16,2,0,1,0,0,0,1,2,0,0,0,2,1,12,10,10KS0030MSU
120228 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,3,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,2,10KS5100MS
120228 ,KL ,802 ,NDEG ,0063 ,Horticulture ,  ,  ,35,14,21,0,23,0,3,4,0,0,0,0,5,3,0,0,0,7,0,35,1PKL0063NDEU
120228 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,47,23,23,1,16,0,0,1,0,0,0,30,0,0,0,0,0,1,11,36,10KS0030PHD
120228 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL0051BS
120228 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,54,17,37,0,38,5,1,6,0,0,2,2,0,3,0,0,6,8,49,5,10KL0051BS
120228 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5685 ,Environmental Science & Mgmt ,55,23,32,0,27,7,2,10,0,0,2,7,0,2,0,1,9,13,47,8,10KL0051BS
120228 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5686 ,Ecosys Stewardhip Rest Ecol ,65,34,31,0,36,8,0,12,0,0,3,5,1,1,1,0,12,12,58,7,10KL0051BS
120228 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5687 ,Fish Wildlife Conserve Biol ,105,51,53,1,72,8,6,11,0,0,7,1,0,8,3,1,12,20,100,5,10KL0051BS
120228 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,55,27,28,0,39,3,0,7,0,0,2,4,0,0,0,0,5,7,21,34,10KS0190MS
120228 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,45,19,26,0,39,1,0,2,1,0,0,1,1,0,1,0,1,3,24,21,10KS0190MSU
120228 ,KL ,875 ,NDEG ,0190 ,Natural Res & Env Sciences ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0190NDEU
120228 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,43,22,21,0,18,0,1,2,0,0,1,21,0,2,1,0,0,4,8,35,10KS0190PHD
120228 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,21,3,18,0,11,1,0,3,0,0,0,6,0,0,0,0,1,3,7,14,10KS0191MS
120228 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,37,11,26,0,11,3,2,6,0,0,0,15,0,2,1,0,3,8,5,32,10KS0191PHD
120228 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,3427,1428,1995,4,1831,308,182,566,4,0,85,385,66,242,41,13,376,796,2616,811, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120228 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120228 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,440,328,112,0,226,78,22,54,1,0,12,41,6,31,2,1,89,85,362,78,10KM0075BS
120228 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,307,211,96,0,146,83,7,21,0,0,8,37,5,10,1,1,90,29,235,72,10KM8037BS
120228 ,KM ,260 ,BS ,6076 ,Finance + Data Science ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10KM6076BS
120228 ,KM ,260 ,BS ,6076 ,Finance + Data Science ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KM8037BS
120228 ,KM ,260 ,MS ,5624 ,Finance ,  ,  ,246,137,109,0,2,2,1,0,0,0,0,241,0,1,0,0,2,1,3,243,10KS5624MSK
120228 ,KM ,260 ,MS ,5624 ,Finance ,5466 ,Accountancy ,8,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,10KS5624MSK
120228 ,KM ,260 ,MS ,5624 ,Finance ,5877 ,Data Analytics in Finance ,55,28,27,0,0,1,0,1,0,0,0,53,0,0,0,0,1,1,1,54,10KS5624MSK
120228 ,KM ,260 ,PHD ,5624 ,Finance ,  ,  ,15,8,7,0,2,1,0,0,0,0,0,12,0,0,0,0,1,0,0,15,10KS5624PHD
120228 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,397,208,189,0,148,80,18,44,0,0,16,87,4,21,4,1,93,66,281,116,10KM0071BS
120228 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,289,162,127,0,106,88,0,18,0,0,5,65,7,1,0,0,95,18,200,89,10KM8037BS
120228 ,KM ,346 ,CERT ,6017 ,Accounting Data Analytics ,  ,  ,9,3,6,0,4,0,0,1,0,0,0,0,4,0,0,0,0,1,1,8,1PKS6017CERU
120228 ,KM ,346 ,MAS ,5666 ,Accountancy ,5101 ,Taxation ,43,21,22,0,21,7,1,4,0,0,1,9,0,2,1,0,7,6,31,12,10KS5666MAS
120228 ,KM ,346 ,MAS ,5666 ,Accountancy ,5899 ,Financial Reporting& Assurance ,141,81,60,0,47,10,8,17,0,0,1,57,1,9,1,0,11,25,75,66,10KS5666MAS
120228 ,KM ,346 ,MS ,5666 ,Accountancy ,  ,  ,150,54,96,0,8,6,0,1,0,0,1,134,0,0,0,0,7,1,11,139,10KS5666MSK
120228 ,KM ,346 ,MS ,5666 ,Accountancy ,  ,  ,468,239,225,4,202,107,27,46,1,0,8,26,51,32,7,2,111,80,137,331,1PKS5666MSU
120228 ,KM ,346 ,MS ,5666 ,Accountancy ,5538 ,Data Analytics in Accountancy ,3,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10KS5666MSK
120228 ,KM ,346 ,MS ,5666 ,Accountancy ,5900 ,Accountancy Analytics ,7,5,2,0,3,2,0,0,0,0,0,1,1,0,0,0,2,0,3,4,1PKS5666MSU
120228 ,KM ,346 ,NDEG ,5666 ,Accountancy ,  ,  ,14,7,6,1,7,3,1,1,0,0,0,1,1,1,0,0,3,2,4,10,1EKS5666NDEU
120228 ,KM ,346 ,NDEG ,5666 ,Accountancy ,  ,  ,14,9,5,0,6,2,1,0,0,0,0,2,3,1,0,0,2,1,3,11,1PKS5666NDEU
120228 ,KM ,346 ,PHD ,5666 ,Accountancy ,  ,  ,16,8,8,0,6,2,2,0,0,0,0,6,0,2,0,0,2,2,1,15,10KS5666PHD
120228 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,168,71,96,1,78,34,12,25,0,0,7,11,1,15,2,1,41,38,142,26,10KM1432BS
120228 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,147,40,107,0,68,41,7,22,0,0,3,5,1,9,2,1,44,30,125,22,10KM8037BS
120228 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,17,8,9,0,13,1,0,3,0,0,0,0,0,0,1,0,1,3,16,1,10KM5071BS
120228 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,69,30,39,0,36,20,3,4,0,0,1,5,0,3,0,0,21,7,62,7,10KM8037BS
120228 ,KM ,902 ,BS ,5073 ,Management ,  ,  ,51,25,26,0,23,5,4,11,0,0,3,5,0,6,1,0,8,15,43,8,10KM5073BS
120228 ,KM ,902 ,BS ,5073 ,Management ,  ,  ,14,6,8,0,3,5,0,4,0,0,0,1,1,0,0,0,5,4,10,4,10KM8037BS
120228 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10KM5073BS
120228 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KM8037BS
120228 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,10KM5073BS
120228 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,7,4,3,0,4,1,1,1,0,0,0,0,0,1,0,0,1,2,7,0,10KM5073BS
120228 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,5,4,1,0,0,2,1,1,0,0,0,1,0,1,0,0,2,2,4,1,10KM8037BS
120228 ,KM ,902 ,BS ,5597 ,Information Systems ,  ,  ,72,43,29,0,21,27,2,11,0,0,3,7,1,4,1,0,32,14,53,19,10KM5597BS
120228 ,KM ,902 ,BS ,5597 ,Information Systems ,  ,  ,56,29,27,0,15,30,1,3,0,0,1,6,0,2,0,0,30,5,43,13,10KM8037BS
120228 ,KM ,902 ,BS ,5600 ,Operations Management ,  ,  ,22,14,8,0,11,2,1,4,0,0,2,2,0,1,1,1,4,6,20,2,10KM5600BS
120228 ,KM ,902 ,BS ,5600 ,Operations Management ,  ,  ,13,5,8,0,4,7,0,0,0,0,0,0,2,0,0,0,7,0,10,3,10KM8037BS
120228 ,KM ,902 ,BS ,5741 ,STR BUS DEV & Entrepreneurship ,  ,  ,27,19,8,0,8,5,1,7,0,0,1,5,0,2,0,0,6,8,20,7,10KM5741BS
120228 ,KM ,902 ,BS ,5741 ,STR BUS DEV & Entrepreneurship ,  ,  ,11,4,7,0,4,2,3,2,0,0,0,0,0,3,0,0,2,5,10,1,10KM8037BS
120228 ,KM ,902 ,CERT ,6011 ,Strategic Leadership & Mgmt ,  ,  ,28,17,11,0,13,3,3,1,1,0,0,2,5,3,1,0,3,5,8,20,1PKS6011CERU
120228 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,76,46,30,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,76,10KS5148MSK
120228 ,KM ,902 ,MS ,5148 ,Technology Management ,5500 ,Business Data Analytics ,3,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10KS5148MSK
120228 ,KM ,902 ,MS ,5590 ,Management ,  ,  ,91,41,50,0,19,13,9,8,0,0,2,40,0,9,0,1,15,18,43,48,1PKS5590MS
120228 ,KM ,902 ,MS ,5590 ,Management ,  ,  ,596,339,253,4,185,73,44,44,1,1,11,51,186,56,4,5,81,100,111,485,1PKS5590MSU
120228 ,KM ,902 ,MS ,5964 ,Business Analytics ,  ,  ,99,52,47,0,4,5,1,0,0,0,0,88,1,1,0,0,5,1,7,92,1PKS5964MS
120228 ,KM ,902 ,NDEG ,5590 ,Management ,  ,  ,55,29,25,1,10,11,5,6,0,0,0,5,18,5,0,0,11,11,13,42,1EKS5590NDEU
120228 ,KM ,902 ,NDEG ,5590 ,Management ,  ,  ,9,3,6,0,2,2,0,1,0,0,0,1,3,0,0,0,2,1,1,8,1PKS5590NDEU
120228 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,33,15,18,0,2,0,0,0,0,0,0,31,0,0,0,0,0,0,1,32,10KS0079PHD
120228 ,KM ,952 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,3961,2610,1335,16,1757,782,184,287,3,7,58,361,522,215,30,12,827,508,1167,2794,10KS9875MBAU
120228 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,77,50,27,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,77,10KM0067NDEG
120228 ,KM ,952 ,NDEG ,9875 ,Business Administration (MBA) ,  ,  ,58,33,24,1,27,6,1,2,0,0,2,5,15,1,0,0,9,3,17,41,10KS9875NDEU
120228 ,KM ,952 ,NDEG ,9875 ,Business Administration (MBA) ,  ,  ,123,89,32,2,46,24,2,12,0,1,2,5,31,4,1,1,25,16,28,95,1EKS9875NDEU
120228 ,KM ,952 ,NONE ,0070 ,Business Undeclared ,  ,  ,922,507,414,1,378,217,43,117,0,0,39,118,10,60,14,3,247,174,713,209,10KM0070NONE
120228 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,9438,5651,3756,31,3668,1791,416,785,7,9,187,1695,880,512,74,30,1947,1295,4026,5412, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120228 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120228 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,  ,  ,15,4,11,0,1,5,2,1,0,0,0,6,0,3,0,0,5,3,7,8,10KN5391BS
120228 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,5388 ,Ed Equlty & Cltrl Understandng ,8,0,8,0,3,1,0,4,0,0,0,0,0,0,1,0,1,4,8,0,10KN5391BS
120228 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,5389 ,Workplace Trng & Development ,8,1,7,0,4,1,2,0,0,0,0,1,0,2,0,0,1,2,7,1,10KN5391BS
120228 ,KN ,335 ,BS ,5391 ,Learning and Education Studies ,5417 ,"Dig. Env. Lrnng, Tchng, Agency ",5,1,4,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,3,2,10KN5391BS
120228 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,8,2,6,0,4,0,1,1,0,0,0,2,0,1,0,0,0,2,6,2,10KN0067NDEG
